id	title	description	availability	link	image link	price	identifier exists	gtin	mpn	brand	product highlight	product detail	additional image link	condition	adult	color	size	gender	material	pattern	age group	multipack	is bundle	unit pricing measure	unit pricing base measure	energy efficiency class	min energy efficiency class	max energy efficiency class	item group id	sell on google quantity	shipping	return policy label
army-green-cycling-shoe	Pairobin SPD Cycling Shoes – Army Green, Mesh Upper, Recessed Cleats	Pairobin army green cycling shoes with recessed SPD cleats and engineered mesh upper. Features a durable rubber sole, built-in nylon bracket for efficient power transfer, anti-odor lining, and a secure Velcro strap. Suitable for indoor spinning and outdoor road cycling. Available in men's and women's sizes 5.5–10.	in_stock	https://pairobin.com/product/army-green-cycling-shoe	https://pairobin.com/products/cycling-army-green.jpg	80.00 USD	no		army-green-cycling-shoe	Pairobin	Recessed SPD cleats included	section_name=Features,attribute_name=Sole,attribute_value=Rubber		new	no	Army Green	5.5/6.5/7/8/8.5/9.5/10	unisex	Mesh/Rubber	Solid	adult					cycling-shoes		US:::0 USD	30-day returns
beige-green-cycling-shoe	Pairobin SPD Cycling Shoes – Beige Green, Breathable Mesh, Unisex	Pairobin beige green cycling shoes featuring breathable mesh upper and recessed SPD cleats. Lightweight rubber sole with Velcro closure for a secure, adjustable fit. Designed for both indoor cycling classes and outdoor rides. Unisex sizing from 5.5 to 10.	in_stock	https://pairobin.com/product/beige-green-cycling-shoe	https://pairobin.com/products/cycling-beige-green.jpg	79.00 USD	no		beige-green-cycling-shoe	Pairobin	Recessed SPD cleats included	section_name=Features,attribute_name=Sole,attribute_value=Rubber		new	no	Beige/Green	5.5/6.5/7/8/8.5/9.5/10	unisex	Mesh/Rubber	Solid	adult					cycling-shoes		US:::0 USD	30-day returns
beige-pink-cycling-shoe	Pairobin Women's SPD Cycling Shoes – Beige Pink, Mesh Upper	Pairobin women's beige pink cycling shoes with recessed SPD cleats and engineered mesh for breathability. Rubber sole and secure Velcro closure provide stability during indoor and outdoor cycling sessions. Sizes 5.5–10.	in_stock	https://pairobin.com/product/beige-pink-cycling-shoe	https://pairobin.com/products/cycling-beige-pink.jpg	79.00 USD	no		beige-pink-cycling-shoe	Pairobin	Recessed SPD cleats included	section_name=Features,attribute_name=Sole,attribute_value=Rubber		new	no	Beige/Pink	5.5/6.5/7/8/8.5/9.5/10	female	Mesh/Rubber	Solid	adult					cycling-shoes		US:::0 USD	30-day returns
black-green-cycling-shoe	Pairobin SPD Cycling Shoes – Black Green, Anti-Odor, Rubber Sole	Pairobin black and green cycling shoes with recessed SPD cleats, anti-odor lining, and durable rubber sole. Secure fit system keeps feet stable during high-intensity rides. Compatible with standard SPD pedals. Unisex sizes 5.5–10.	in_stock	https://pairobin.com/product/black-green-cycling-shoe	https://pairobin.com/products/cycling-black-green.jpg	79.00 USD	no		black-green-cycling-shoe	Pairobin	Recessed SPD cleats included	section_name=Features,attribute_name=Sole,attribute_value=Rubber		new	no	Black/Green	5.5/6.5/7/8/8.5/9.5/10	unisex	Mesh/Rubber	Solid	adult					cycling-shoes		US:::0 USD	30-day returns
green-cycling-shoe	Pairobin SPD Cycling Shoes – Green, Lightweight Mesh, Unisex	Pairobin green cycling shoes featuring breathable mesh upper and recessed SPD cleats. Lightweight construction with rubber sole for reliable grip. Ideal for road cycling and spin classes. Available in unisex sizes 5.5–10.	in_stock	https://pairobin.com/product/green-cycling-shoe	https://pairobin.com/products/cycling-green.jpg	79.00 USD	no		green-cycling-shoe	Pairobin	Recessed SPD cleats included	section_name=Features,attribute_name=Sole,attribute_value=Rubber		new	no	Green	5.5/6.5/7/8/8.5/9.5/10	unisex	Mesh/Rubber	Solid	adult					cycling-shoes		US:::0 USD	30-day returns
pink-cycling-shoe	Pairobin Women's SPD Cycling Shoes – Pink, Premium Mesh Upper	Pairobin women's pink cycling shoes with premium mesh upper and recessed SPD cleats. Velcro strap closure ensures a snug, adjustable fit. Rubber sole provides traction on and off the bike. Women's sizes 5.5–10.	in_stock	https://pairobin.com/product/pink-cycling-shoe	https://pairobin.com/products/cycling-pink.jpg	79.00 USD	no		pink-cycling-shoe	Pairobin	Recessed SPD cleats included	section_name=Features,attribute_name=Sole,attribute_value=Rubber		new	no	Pink	5.5/6.5/7/8/8.5/9.5/10	female	Mesh/Rubber	Solid	adult					cycling-shoes		US:::0 USD	30-day returns
indoor-cycling-pro	Pairobin Professional Indoor Cycling Shoes – Delta/SPD Compatible, Carbon-Reinforced Sole	Pairobin professional indoor cycling shoes compatible with both Delta and SPD cleat systems. Carbon-reinforced rigid sole maximizes power transfer during spinning sessions. Breathable mesh panels and ratchet closure for a secure, ventilated fit. Unisex sizes 5–10.5.	in_stock	https://pairobin.com/product/indoor-cycling-pro	https://pairobin.com/products/cycling-indoor-pro.jpg	69.00 USD	no		indoor-cycling-pro	Pairobin	Delta/SPD compatible cleats	section_name=Features,attribute_name=Sole,attribute_value=Carbon-Reinforced		new	no	Black	5/5.5/6/6.5/7/7.5/8/8.5/9/9.5/10/10.5	unisex	Mesh/Carbon Fiber	Solid	adult					cycling-shoes		US:::0 USD	30-day returns
black-roller-shoes	Pairobin Kids LED Roller Shoes – Black, Retractable Wheels, USB Rechargeable	Pairobin kids' black LED roller shoes with retractable single wheel and USB-rechargeable lights. Wheels stow flush for normal walking mode. Velcro closure for easy on/off. 1–2 hour charge provides 4–5 hours of LED flashing. Kids' sizes 12.5–7.	in_stock	https://pairobin.com/product/black-roller-shoes	https://pairobin.com/products/roller-black.jpg	51.90 USD	no		black-roller-shoes	Pairobin	Retractable wheel system	section_name=Features,attribute_name=Lights,attribute_value=USB Rechargeable LED		new	no	Black	12.5/13.5/1/1.5/2.5/3/3.5/4.5/5.5/6/7	unisex	Synthetic/Rubber	Solid	kids					roller-shoes		US:::0 USD	30-day returns
pink-roller-shoes	Pairobin Kids LED Roller Shoes – Pink, Retractable Wheels, USB Rechargeable	Pairobin kids' pink LED roller shoes with hidden retractable wheel and USB-rechargeable lights. Breathable upper keeps feet cool during active play. Easy Velcro closure for independent wear. Kids' sizes 12.5–7.	in_stock	https://pairobin.com/product/pink-roller-shoes	https://pairobin.com/products/roller-pink.jpg	51.90 USD	no		pink-roller-shoes	Pairobin	Retractable wheel system	section_name=Features,attribute_name=Lights,attribute_value=USB Rechargeable LED		new	no	Pink	12.5/13.5/1/1.5/2.5/3/3.5/4.5/5.5/6/7	unisex	Synthetic/Rubber	Solid	kids					roller-shoes		US:::0 USD	30-day returns
kids-roller-skate-4wheel-black	Pairobin Kids 4-Wheel Hidden Roller Skate Sneakers – Black, Walk & Roll	Pairobin kids' black 4-wheel hidden roller skate sneakers with 2-in-1 walk or roll functionality. Four concealed wheels retract into the sole for regular walking. Breathable upper and lightweight construction for all-day comfort. Kids' sizes 1–6.5.	in_stock	https://pairobin.com/product/kids-roller-skate-4wheel-black	https://pairobin.com/products/roller-kids-4wheel.jpg	39.90 USD	no		kids-roller-skate-4wheel-black	Pairobin	4-wheel hidden design	section_name=Features,attribute_name=Function,attribute_value=2-in-1 Walk or Roll		new	no	Black	1/1.5/3/3.5/4/4.5/5.5/6/6.5	unisex	Synthetic/Rubber	Solid	kids					kids-roller-skate		US:::0 USD	30-day returns
kids-roller-skate-4wheel-pink	Pairobin Girls' 4-Wheel Hidden Roller Skate Sneakers – Pink, Walk & Roll	Pairobin girls' pink 4-wheel hidden roller skate sneakers with easy retract mechanism. Smooth-gliding wheels fold into the sole when not in use. Breathable material and trendy sneaker design for everyday wear and skating. Girls' sizes 1–6.5.	in_stock	https://pairobin.com/product/kids-roller-skate-4wheel-pink	https://pairobin.com/products/roller-kids-pink.jpg	39.90 USD	no		kids-roller-skate-4wheel-pink	Pairobin	4-wheel hidden design	section_name=Features,attribute_name=Function,attribute_value=2-in-1 Walk or Roll		new	no	Pink	1/1.5/3/3.5/4/4.5/5.5/6/6.5	female	Synthetic/Rubber	Solid	kids					kids-roller-skate		US:::0 USD	30-day returns
kids-roller-skate-2wheel	Pairobin Kids 2-Wheel Hidden Roller Skate Sneakers – Black, Mesh Upper	Pairobin kids' black 2-wheel hidden roller skate sneakers with breathable mesh upper and lightweight EVA sole. Dual wheels retract for seamless transition between walking and rolling. Suitable for beginners. EU sizes 31–40.	in_stock	https://pairobin.com/product/kids-roller-skate-2wheel	https://pairobin.com/products/roller-kids-2wheel.jpg	39.90 USD	no		kids-roller-skate-2wheel	Pairobin	2-wheel hidden design	section_name=Features,attribute_name=Sole,attribute_value=Lightweight EVA		new	no	Black	31/32/33/34/35/36/37/38/39/40	unisex	Mesh/EVA	Solid	kids					kids-roller-skate		US:::0 USD	30-day returns
velocity-pro-x	Pairobin Velocity Pro X Running Shoes – Carbon Fiber Plate, Responsive Foam	Pairobin Velocity Pro X running shoes engineered for speed and endurance. Responsive foam midsole with embedded carbon fiber plate delivers energy return on every stride. Breathable mesh upper and high-traction rubber outsole. Men's sizes 6–13.	in_stock	https://pairobin.com/product/velocity-pro-x	https://pairobin.com/products/product-running-1.jpg	159.99 USD	no		velocity-pro-x	Pairobin	Carbon fiber plate	section_name=Features,attribute_name=Midsole,attribute_value=Responsive Foam		new	no	Orange	6/7/8/9/10/11/12/13	male	Mesh/Rubber/Carbon Fiber	Solid	adult					running-shoes		US:::0 USD	30-day returns
marathon-elite-2	Pairobin Marathon Elite 2.0 Running Shoes – Ultra Cushioning, Engineered Knit	Pairobin Marathon Elite 2.0 running shoes built for long-distance performance. Ultra-responsive cushioning paired with a carbon fiber energy plate reduces fatigue over marathon distances. Seamless engineered knit upper with reflective details for low-light visibility. Men's sizes 6–13.	in_stock	https://pairobin.com/product/marathon-elite-2	https://pairobin.com/products/product-running-1.jpg	189.99 USD	no		marathon-elite-2	Pairobin	Carbon fiber energy plate	section_name=Features,attribute_name=Upper,attribute_value=Seamless Engineered Knit		new	no	Orange/Black	6/7/8/9/10/11/12/13	male	Knit/Rubber/Carbon Fiber	Solid	adult					running-shoes		US:::0 USD	30-day returns
sprint-pro-3	Pairobin Sprint Pro 3.0 Running Shoes – Speed Lacing, Propulsion Plate	Pairobin Sprint Pro 3.0 running shoes designed for training and race day. Speed lacing system and propulsion plate work together for quick transitions. Lightweight mesh upper with durable rubber outsole. Men's sizes 6–12.	in_stock	https://pairobin.com/product/sprint-pro-3	https://pairobin.com/products/product-running-1.jpg	139.99 USD	no		sprint-pro-3	Pairobin	Propulsion plate	section_name=Features,attribute_name=Lacing,attribute_value=Speed Lacing System		new	no	Blue/Orange	6/7/8/9/10/11/12	male	Mesh/Rubber	Solid	adult					running-shoes		US:::0 USD	30-day returns
comfort-stride-elite	Pairobin Comfort Stride Elite Walking Shoes – Memory Foam, Arch Support	Pairobin Comfort Stride Elite walking shoes with memory foam insole and integrated arch support technology. Shock-absorbing midsole and slip-resistant outsole provide all-day comfort on any surface. Breathable mesh lining keeps feet dry. Unisex sizes 6–12.	in_stock	https://pairobin.com/product/comfort-stride-elite	https://pairobin.com/products/product-walking-1.jpg	129.99 USD	no		comfort-stride-elite	Pairobin	Memory foam insole	section_name=Features,attribute_name=Support,attribute_value=Arch Support Technology		new	no	Blue	6/7/8/9/10/11/12	unisex	Mesh/Rubber/Memory Foam	Solid	adult					walking-shoes		US:::0 USD	30-day returns
daily-walker-comfort	Pairobin Daily Walker Comfort Shoes – Cushioned Footbed, Flexible Sole	Pairobin Daily Walker Comfort shoes with cushioned footbed and flexible sole for everyday use. Breathable upper material provides ventilation during extended walks. Durable construction built for daily wear. Unisex sizes 6–12.	in_stock	https://pairobin.com/product/daily-walker-comfort	https://pairobin.com/products/product-walking-1.jpg	99.99 USD	no		daily-walker-comfort	Pairobin	Cushioned footbed	section_name=Features,attribute_name=Sole,attribute_value=Flexible		new	no	Blue/White	6/7/8/9/10/11/12	unisex	Mesh/Rubber	Solid	adult					walking-shoes		US:::0 USD	30-day returns
urban-walk-pro	Pairobin Urban Walk Pro Shoes – Premium Leather Upper, Gel Cushioning	Pairobin Urban Walk Pro shoes combining premium leather upper with gel cushioning technology. Anatomical footbed conforms to foot shape for personalized support. Durable construction for urban commuting and casual wear. Unisex sizes 6–12.	in_stock	https://pairobin.com/product/urban-walk-pro	https://pairobin.com/products/product-walking-1.jpg	119.99 USD	no		urban-walk-pro	Pairobin	Gel cushioning technology	section_name=Features,attribute_name=Upper,attribute_value=Premium Leather		new	no	Gray/Blue	6/7/8/9/10/11/12	unisex	Leather/Rubber	Solid	adult					walking-shoes		US:::0 USD	30-day returns
lightweight-cushioned-walking	Pairobin Lightweight Cushioned Walking Sneakers – EVA Sole, Slip-On	Pairobin lightweight cushioned walking sneakers with EVA midsole and breathable mesh upper. Slip-on design with flexible rubber outsole for effortless all-day wear. Ideal for casual walks and light activity. Unisex sizes 5–10.5.	in_stock	https://pairobin.com/product/lightweight-cushioned-walking	https://pairobin.com/products/walking-cushioned.jpg	29.00 USD	no		lightweight-cushioned-walking	Pairobin	Lightweight EVA cushioning	section_name=Features,attribute_name=Design,attribute_value=Slip-On		new	no	Blue	5/5.5/6/6.5/7/7.5/8/8.5/9/9.5/10/10.5	unisex	Mesh/EVA/Rubber	Solid	adult					walking-shoes		US:::0 USD	30-day returns
walking-sock-sneakers	Pairobin Sock-Style Walking Sneakers – Knit Upper, Lightweight Cushioned Sole	Pairobin sock-style walking sneakers with breathable knit upper that moves with your foot. Lightweight cushioned sole absorbs impact during long walks. Slip-on design for quick, hassle-free wear. Unisex sizes 5–10.5.	in_stock	https://pairobin.com/product/walking-sock-sneakers	https://pairobin.com/products/walking-sock.jpg	29.00 USD	no		walking-sock-sneakers	Pairobin	Sock-like fit design	section_name=Features,attribute_name=Upper,attribute_value=Breathable Knit		new	no	Black	5/5.5/6/6.5/7/7.5/8/8.5/9/9.5/10/10.5	unisex	Knit/Rubber	Solid	adult					walking-shoes		US:::0 USD	30-day returns
kids-active-runner	Pairobin Kids Active Runner Shoes – Velcro Strap, Machine Washable	Pairobin Kids Active Runner shoes with easy-on Velcro strap and cushioned midsole. Breathable mesh keeps feet cool during play and sport. Durable rubber outsole withstands daily wear. Machine washable for easy care. Kids' sizes 1–7.	in_stock	https://pairobin.com/product/kids-active-runner	https://pairobin.com/products/product-kids-1.jpg	79.99 USD	no		kids-active-runner	Pairobin	Machine washable	section_name=Features,attribute_name=Closure,attribute_value=Velcro Strap		new	no	Red/Teal	1/2/3/4/5/6/7	unisex	Mesh/Rubber	Solid	kids					kids-shoes		US:::0 USD	30-day returns
kids-play-trainer	Pairobin Kids Play Trainer Shoes – Reinforced Toe, Lightweight, Velcro	Pairobin Kids Play Trainer shoes with reinforced toe cap and flexible sole for active play. Velcro closure allows kids to put on shoes independently. Lightweight design supports natural foot movement. Kids' sizes 1–7.	in_stock	https://pairobin.com/product/kids-play-trainer	https://pairobin.com/products/product-kids-1.jpg	69.99 USD	no		kids-play-trainer	Pairobin	Reinforced toe cap	section_name=Features,attribute_name=Closure,attribute_value=Velcro		new	no	Pink/Teal	1/2/3/4/5/6/7	unisex	Mesh/Rubber	Solid	kids					kids-shoes		US:::0 USD	30-day returns
trail-blazer-xt	Pairobin Trail Blazer XT Hiking Shoes – Waterproof, Vibram Outsole	Pairobin Trail Blazer XT hiking shoes with waterproof membrane and Vibram outsole for superior trail grip. Reinforced toe cap and ankle support system protect against rough terrain. Aggressive tread pattern handles mud, rock, and loose gravel. Men's sizes 7–13.	in_stock	https://pairobin.com/product/trail-blazer-xt	https://pairobin.com/products/product-outdoor-1.jpg	179.99 USD	no		trail-blazer-xt	Pairobin	Waterproof membrane	section_name=Features,attribute_name=Outsole,attribute_value=Vibram		new	no	Brown	7/8/9/10/11/12/13	male	Leather/Rubber	Solid	adult					hiking-shoes		US:::0 USD	30-day returns
mountain-grip-pro	Pairobin Mountain Grip Pro Hiking Shoes – Gore-Tex, Premium Leather	Pairobin Mountain Grip Pro hiking shoes with Gore-Tex waterproof lining and premium leather upper. Rock plate protection shields feet from sharp terrain underfoot. Cushioned midsole reduces fatigue on long hikes. Men's sizes 7–13.	in_stock	https://pairobin.com/product/mountain-grip-pro	https://pairobin.com/products/product-outdoor-1.jpg	199.99 USD	no		mountain-grip-pro	Pairobin	Gore-Tex waterproof lining	section_name=Features,attribute_name=Upper,attribute_value=Premium Leather		new	no	Dark Green	7/8/9/10/11/12/13	male	Leather/Gore-Tex/Rubber	Solid	adult					hiking-shoes		US:::0 USD	30-day returns
trail-explorer	Pairobin Trail Explorer Outdoor Shoes – Quick-Dry, Multi-Terrain Traction	Pairobin Trail Explorer outdoor shoes with quick-dry upper and multi-terrain traction outsole. Breathable lining wicks moisture during warm-weather hikes. Lightweight construction reduces foot fatigue on long trails. Men's sizes 7–12.	in_stock	https://pairobin.com/product/trail-explorer	https://pairobin.com/products/product-outdoor-1.jpg	149.99 USD	no		trail-explorer	Pairobin	Quick-dry upper	section_name=Features,attribute_name=Outsole,attribute_value=Multi-Terrain Traction		new	no	Green	7/8/9/10/11/12	male	Mesh/Rubber	Solid	adult					hiking-shoes		US:::0 USD	30-day returns
water-hiking-aqua	Pairobin Water Hiking Shoes – Quick-Dry Aqua, Non-Slip Rubber Sole	Pairobin water hiking shoes with quick-dry technology and built-in drainage holes for river crossings and water activities. Non-slip rubber outsole grips wet surfaces. Breathable mesh upper and lightweight construction for comfort on and off trails. Unisex sizes 6–11.	in_stock	https://pairobin.com/product/water-hiking-aqua	https://pairobin.com/products/hiking-aqua.jpg	39.00 USD	no		water-hiking-aqua	Pairobin	Quick-dry technology	section_name=Features,attribute_name=Outsole,attribute_value=Non-Slip Rubber		new	no	Dark Teal	6/6.5/7/7.5/8/8.5/9/9.5/10/10.5/11	unisex	Mesh/Rubber	Solid	adult					hiking-shoes		US:::0 USD	30-day returns
tennis-breathable-training	Pairobin Breathable Tennis Shoes – Non-Marking Sole, Court Traction, Unisex	Pairobin breathable tennis shoes with non-marking rubber outsole for indoor and outdoor courts. Cushioned insole absorbs impact during training and match play. Lightweight mesh upper provides ventilation. Unisex sizes 4–10.5.	in_stock	https://pairobin.com/product/tennis-breathable-training	https://pairobin.com/products/tennis-white.png	15.00 USD	no		tennis-breathable-training	Pairobin	Non-marking rubber outsole	section_name=Features,attribute_name=Upper,attribute_value=Breathable Mesh		new	no	White	4/4.5/5/5.5/6/6.5/7/7.5/8/8.5/9/9.5/10/10.5	unisex	Mesh/Rubber	Solid	adult					tennis-shoes		US:::0 USD	30-day returns
tennis-high-performance	Pairobin High-Performance Tennis Shoes – Lateral Support, Durable Rubber Sole	Pairobin high-performance tennis shoes with enhanced lateral support and durable rubber sole for all court surfaces. Breathable construction keeps feet cool during intense rallies. Unisex fit in sizes 4–10.5.	in_stock	https://pairobin.com/product/tennis-high-performance	https://pairobin.com/products/tennis-performance.png	15.00 USD	no		tennis-high-performance	Pairobin	Enhanced lateral support	section_name=Features,attribute_name=Sole,attribute_value=Durable Rubber		new	no	White/Orange	4/4.5/5/5.5/6/6.5/7/7.5/8/8.5/9/9.5/10/10.5	unisex	Mesh/Rubber	Solid	adult					tennis-shoes		US:::0 USD	30-day returns
tennis-lateral-moves	Pairobin Tennis Shoes for Quick Lateral Movement – Reinforced Sidewalls, Pivot Outsole	Pairobin tennis shoes engineered for quick lateral movement with reinforced sidewalls and quick-pivot outsole design. Superior ankle support and court-grip traction for competitive play. Breathable upper keeps feet comfortable. Unisex sizes 4–10.5.	in_stock	https://pairobin.com/product/tennis-lateral-moves	https://pairobin.com/products/tennis-lateral.png	15.00 USD	no		tennis-lateral-moves	Pairobin	Lateral support technology	section_name=Features,attribute_name=Outsole,attribute_value=Quick-Pivot Design		new	no	White/Blue	4/4.5/5/5.5/6/6.5/7/7.5/8/8.5/9/9.5/10/10.5	unisex	Mesh/Rubber	Solid	adult					tennis-shoes		US:::0 USD	30-day returns
pickleball-court-shoes	Pairobin Pickleball Court Shoes – Non-Marking Sole, Indoor & Outdoor, Unisex	Pairobin pickleball court shoes with non-marking sole designed for both indoor and outdoor court surfaces. Lateral stability support prevents ankle roll during quick direction changes. Cushioned insole and breathable upper for match-day comfort. Unisex sizes 5–11.	in_stock	https://pairobin.com/product/pickleball-court-shoes	https://pairobin.com/products/pickleball-court.jpg	69.00 USD	no		pickleball-court-shoes	Pairobin	Non-marking sole	section_name=Features,attribute_name=Support,attribute_value=Lateral Stability		new	no	White	5/5.5/6/6.5/7/7.5/8/8.5/9/9.5/10/10.5/11	unisex	Mesh/Rubber	Solid	adult					pickleball-shoes		US:::0 USD	30-day returns
cheerleading-black-customizable	Pairobin Black Cheerleading Shoes – Lightweight, Flexible Sole, Team Customizable	Pairobin black cheerleading shoes with lightweight construction and flexible sole for stunts, jumps, and tumbling. Breathable upper and secure fit keep feet stable during routines. Available for retail and wholesale with team customization options. Unisex sizes 4–10.5.	in_stock	https://pairobin.com/product/cheerleading-black-customizable	https://pairobin.com/products/cheerleading-black.jpg	39.00 USD	no		cheerleading-black-customizable	Pairobin	Flexible sole for stunts	section_name=Features,attribute_name=Design,attribute_value=Lightweight		new	no	Black	4/4.5/5/5.5/6/6.5/7/7.5/8/8.5/9/9.5/10/10.5	unisex	Synthetic/Rubber	Solid	adult					cheerleading-shoes		US:::0 USD	30-day returns